Gene_ID	Pfam_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_001943	A0A094JR99_9BACL/1-245	100	245	0	0	1	245	1	245	4.3e-134	483.4	A0A094JR99_9BACL/1-245 A0A094JR99.1 PF00109.25;ketoacyl-synt;
fake_2M_genome_001944	A0A094LZ50_9BACL/16-149	98.5	134	2	0	16	149	1	134	6e-69	266.2	A0A094LZ50_9BACL/16-149 A0A094LZ50.1 PF14622.5;Ribonucleas_3_3;
fake_2M_genome_001946	A0A094K784_9BACL/62-218	98.1	157	3	0	62	218	1	157	2.5e-84	317.4	A0A094K784_9BACL/62-218 A0A094K784.1 PF06276.11;FhuF;
fake_2M_genome_001947	A0A101DGG9_9DELT/14-110	65.5	55	19	0	3	57	1	55	4.2e-14	82.4	A0A101DGG9_9DELT/14-110 A0A101DGG9.1 PF01588.19;tRNA_bind;
fake_2M_genome_001948	A0A094JKT1_9BACL/2-1176	99.9	1175	1	0	2	1176	1	1175	0	1215.7	A0A094JKT1_9BACL/2-1176 A0A094JKT1.1 PF02463.18;SMC_N;
fake_2M_genome_001949	A0A0N1K3E8_THEVU/118-319	86.6	202	27	0	119	320	1	202	1.1e-92	345.5	A0A0N1K3E8_THEVU/118-319 A0A0N1K3E8.1 PF00448.21;SRP54;
fake_2M_genome_001950	A0A094LZ44_9BACL/2-100	99	99	1	0	2	100	1	99	4.5e-46	189.1	A0A094LZ44_9BACL/2-100 A0A094LZ44.1 PF04297.13;UPF0122;
fake_2M_genome_001951	A0A094JIH6_9BACL/1-185	100	185	0	0	112	296	1	185	5.5e-98	363.6	A0A094JIH6_9BACL/1-185 A0A094JIH6.1 PF00448.21;SRP54;
fake_2M_genome_001952	A0A0N0HDN4_THEVU/9-67	91.5	59	5	0	9	67	1	59	1.5e-23	114	A0A0N0HDN4_THEVU/9-67 A0A0N0HDN4.1 PF00886.18;Ribosomal_S16;
fake_2M_genome_001953	A0A094LWZ1_9BACL/2-74	100	67	0	0	1	67	7	73	7.2e-29	131.3	A0A094LWZ1_9BACL/2-74 A0A094LWZ1.1 PF13083.5;KH_4;
fake_2M_genome_001954	A0A094JKS9_9BACL/9-94	100	86	0	0	9	94	1	86	5.8e-43	179.5	A0A094JKS9_9BACL/9-94 A0A094JKS9.1 PF01782.17;RimM;
fake_2M_genome_001955	A0A094K4X2_9BACL/11-209	100	199	0	0	25	223	1	199	1.4e-111	407.9	A0A094K4X2_9BACL/11-209 A0A094K4X2.1 PF01746.20;tRNA_m1G_MT;
fake_2M_genome_001956	A0A094JIH2_9BACL/3-113	99.1	111	1	0	3	113	1	111	4e-53	212.6	A0A094JIH2_9BACL/3-113 A0A094JIH2.1 PF01245.19;Ribosomal_L19;
fake_2M_genome_001957	A0A094JNY2_9BACL/47-116	98.6	70	1	0	47	116	1	70	4e-31	140.2	A0A094JNY2_9BACL/47-116 A0A094JNY2.1 PF00717.22;Peptidase_S24;
fake_2M_genome_001958	A0A094LWY5_9BACL/122-246	96.8	125	4	0	122	246	1	125	6.5e-63	246.5	A0A094LWY5_9BACL/122-246 A0A094LWY5.1 PF01926.22;MMR_HSR1;
fake_2M_genome_001959	A0A094JKS2_9BACL/74-251	97.8	178	4	0	74	251	1	178	4.9e-94	349.7	A0A094JKS2_9BACL/74-251 A0A094JKS2.1 PF01351.17;RNase_HII;
fake_2M_genome_001960	A0A094K4W8_9BACL/13-103	95.6	91	4	0	13	103	1	91	4.8e-41	172.6	A0A094K4W8_9BACL/13-103 A0A094K4W8.1 PF02021.16;UPF0102;
fake_2M_genome_001961	A0A094JIG6_9BACL/24-317	97.6	294	7	0	24	317	1	294	1.5e-166	591.3	A0A094JIG6_9BACL/24-317 A0A094JIG6.1 PF00291.24;PALP;
fake_2M_genome_001963	A0A094LWX8_9BACL/190-398	100	209	0	0	190	398	1	209	1.6e-117	428.7	A0A094LWX8_9BACL/190-398 A0A094LWX8.1 PF01078.20;Mg_chelatase;
fake_2M_genome_001966	A0A094JKR6_9BACL/7-124	100	118	0	0	7	124	1	118	3e-62	243	A0A094JKR6_9BACL/7-124 A0A094JKR6.1 PF14112.5;DUF4284;
fake_2M_genome_001969	A0A094JIG1_9BACL/3-101	100	99	0	0	3	101	1	99	3.8e-47	192.6	A0A094JIG1_9BACL/3-101 A0A094JIG1.1 PF09685.9;DUF4870;
fake_2M_genome_001970	A0A0N0HDG9_THEVU/40-148	76.1	109	26	0	54	162	1	109	1.1e-41	175.6	A0A0N0HDG9_THEVU/40-148 A0A0N0HDG9.1 PF00565.16;SNase;
fake_2M_genome_001971	A0A094JNX3_9BACL/2-197	100	196	0	0	2	197	1	196	1.1e-108	398.7	A0A094JNX3_9BACL/2-197 A0A094JNX3.1 PF07070.10;Spo0M;
fake_2M_genome_001972	A0A094LWX2_9BACL/5-179	100	175	0	0	5	179	1	175	3.2e-94	350.1	A0A094LWX2_9BACL/5-179 A0A094LWX2.1 PF01520.17;Amidase_3;
fake_2M_genome_001973	A0A094JKR1_9BACL/8-400	99.2	393	3	0	8	400	1	393	3.7e-202	709.5	A0A094JKR1_9BACL/8-400 A0A094JKR1.1 PF00375.17;SDF;
fake_2M_genome_001974	A0A094K4V5_9BACL/16-273	95.7	258	11	0	16	273	1	258	1.6e-138	497.7	A0A094K4V5_9BACL/16-273 A0A094K4V5.1 PF00268.20;Ribonuc_red_sm;
fake_2M_genome_001975	A0A094JIF6_9BACL/12-376	95.9	365	15	0	12	376	1	365	2.5e-200	703.4	A0A094JIF6_9BACL/12-376 A0A094JIF6.1 PF00465.18;Fe-ADH;
fake_2M_genome_001976	A0A094JNW8_9BACL/532-806	100	275	0	0	532	806	1	275	1.2e-152	546.6	A0A094JNW8_9BACL/532-806 A0A094JNW8.1 PF00682.18;HMGL-like;
fake_2M_genome_001977	A0A094LWW3_9BACL/4-234	100	231	0	0	4	234	1	231	1.5e-117	428.3	A0A094LWW3_9BACL/4-234 A0A094LWW3.1 PF00696.27;AA_kinase;
fake_2M_genome_001978	A0A0K9ETV1_9ACTO/3-466	44.3	451	202	1	16	417	14	464	6.8e-90	336.7	A0A0K9ETV1_9ACTO/3-466 A0A0K9ETV1.1 PF00171.21;Aldedh;
fake_2M_genome_001979	A0A094JKQ5_9BACL/17-352	100	336	0	0	3	338	1	336	1.9e-183	647.5	A0A094JKQ5_9BACL/17-352 A0A094JKQ5.1 PF07690.15;MFS_1;
fake_2M_genome_001980	A0A094K4V2_9BACL/21-445	99.5	425	2	0	21	445	1	425	6.2e-235	818.5	A0A094K4V2_9BACL/21-445 A0A094K4V2.1 PF00324.20;AA_permease;
fake_2M_genome_001982	A0A094JNW4_9BACL/16-179	99.4	164	1	0	16	179	1	164	4.5e-90	337	A0A094JNW4_9BACL/16-179 A0A094JNW4.1 PF06925.10;MGDG_synth;
fake_2M_genome_001984	A0A094K4U7_9BACL/178-356	100	179	0	0	178	356	1	179	2.4e-102	378.3	A0A094K4U7_9BACL/178-356 A0A094K4U7.1 PF04055.20;Radical_SAM;
fake_2M_genome_001985	A0A094JIE7_9BACL/6-123	99.1	113	1	0	1	113	6	118	4.4e-60	235.7	A0A094JIE7_9BACL/6-123 A0A094JIE7.1 PF08000.10;bPH_1;
fake_2M_genome_001986	A0A094JNW0_9BACL/161-454	99.3	294	2	0	161	454	1	294	2.4e-157	560.8	A0A094JNW0_9BACL/161-454 A0A094JNW0.1 PF03553.13;Na_H_antiporter;
fake_2M_genome_001994	A0A094K4T4_9BACL/2-203	100	202	0	0	2	203	1	202	2.9e-108	397.5	A0A094K4T4_9BACL/2-203 A0A094K4T4.1 PF08442.9;ATP-grasp_2;
fake_2M_genome_001995	A0A094JID6_9BACL/151-271	100	121	0	0	151	271	1	121	1.9e-62	245	A0A094JID6_9BACL/151-271 A0A094JID6.1 PF00549.18;Ligase_CoA;
fake_2M_genome_001996	A0A094JNU8_9BACL/71-279	100	209	0	0	106	314	1	209	5.7e-115	419.9	A0A094JNU8_9BACL/71-279 A0A094JNU8.1 PF02481.14;DNA_processg_A;
fake_2M_genome_001997	A0A094LWU0_9BACL/127-548	99.5	422	2	0	127	548	1	422	1.5e-235	821.2	A0A094LWU0_9BACL/127-548 A0A094LWU0.1 PF01131.19;Topoisom_bac;
fake_2M_genome_001998	A0A094JKN2_9BACL/3-366	100	364	0	0	3	366	1	364	2.6e-206	723.4	A0A094JKN2_9BACL/3-366 A0A094JKN2.1 PF01134.21;GIDA;
fake_2M_genome_001999	A0A094K4S8_9BACL/4-179	100	176	0	0	4	179	1	176	1.2e-91	341.3	A0A094K4S8_9BACL/4-179 A0A094K4S8.1 PF00227.25;Proteasome;
fake_2M_genome_002000	W4QB89_9BACI/54-176	72.2	115	28	1	60	170	1	115	2.8e-37	160.6	W4QB89_9BACI/54-176 W4QB89.1 PF00004.28;AAA;
fake_2M_genome_002001	A0A094JID0_9BACL/205-356	99.3	152	1	0	15	166	1	152	6.7e-78	296.2	A0A094JID0_9BACL/205-356 A0A094JID0.1 PF07724.13;AAA_2;
fake_2M_genome_002002	A0A0N0HFF9_THEVU/9-224	93.5	216	14	0	9	224	1	216	8.4e-114	415.2	A0A0N0HFF9_THEVU/9-224 A0A0N0HFF9.1 PF00318.19;Ribosomal_S2;
fake_2M_genome_002003	A0A0N0YDM4_THEVU/2-197	84.2	196	31	0	2	197	1	196	7.2e-88	328.9	A0A0N0YDM4_THEVU/2-197 A0A0N0YDM4.1 PF00889.18;EF_TS;
fake_2M_genome_002004	A0A094JKM6_9BACL/7-217	100	211	0	0	7	217	1	211	8.8e-111	405.2	A0A094JKM6_9BACL/7-217 A0A094JKM6.1 PF00696.27;AA_kinase;
fake_2M_genome_002005	A0A094K4S2_9BACL/19-182	100	164	0	0	19	182	1	164	2.4e-84	317	A0A094K4S2_9BACL/19-182 A0A094K4S2.1 PF01765.18;RRF;
fake_2M_genome_002006	A0A094JIC4_9BACL/38-258	100	221	0	0	38	258	1	221	8.8e-125	451.8	A0A094JIC4_9BACL/38-258 A0A094JIC4.1 PF01255.18;Prenyltransf;
fake_2M_genome_002007	A0A094JNT9_9BACL/2-265	100	264	0	0	2	265	1	264	2.5e-143	513.5	A0A094JNT9_9BACL/2-265 A0A094JNT9.1 PF01148.19;CTP_transf_1;
fake_2M_genome_002008	A0A094LWS8_9BACL/259-376	100	118	0	0	266	383	1	118	1.8e-60	238.8	A0A094LWS8_9BACL/259-376 A0A094LWS8.1 PF13288.5;DXPR_C;
fake_2M_genome_002009	A0A094JKM0_9BACL/6-406	99.5	401	2	0	6	406	1	401	4.6e-224	782.3	A0A094JKM0_9BACL/6-406 A0A094JKM0.1 PF02163.21;Peptidase_M50;
fake_2M_genome_002010	A0A094K4R6_9BACL/93-456	99.7	364	1	0	93	456	1	364	1.6e-206	724.5	A0A094K4R6_9BACL/93-456 A0A094K4R6.1 PF00587.24;tRNA-synt_2b;
fake_2M_genome_002011	A0A094LX29_9BACL/6-321	100	200	0	0	6	205	1	200	2.1e-108	397.1	A0A094LX29_9BACL/6-321 A0A094LX29.1 PF00389.29;2-Hacid_dh;
fake_2M_genome_002012	A0A094LX29_9BACL/6-321	100	111	0	0	1	111	206	316	2.9e-56	223	A0A094LX29_9BACL/6-321 A0A094LX29.1 PF00389.29;2-Hacid_dh;
fake_2M_genome_002013	A0A094JKX4_9BACL/139-338	100	200	0	0	139	338	1	200	3.1e-109	400.6	A0A094JKX4_9BACL/139-338 A0A094JKX4.1 PF07478.12;Dala_Dala_lig_C;
fake_2M_genome_002014	A0A094K520_9BACL/1-202	100	202	0	0	1	202	1	202	9.3e-117	424.9	A0A094K520_9BACL/1-202 A0A094K520.1 PF01427.16;Peptidase_M15;
fake_2M_genome_002015	A0A094JIL4_9BACL/5-114	100	110	0	0	8	117	1	110	7.8e-56	222.6	A0A094JIL4_9BACL/5-114 A0A094JIL4.1 PF00072.23;Response_reg;
fake_2M_genome_002016	A0A094JP30_9BACL/262-372	100	111	0	0	262	372	1	111	5.6e-56	223.8	A0A094JP30_9BACL/262-372 A0A094JP30.1 PF02518.25;HATPase_c;
fake_2M_genome_002017	A0A094LX25_9BACL/11-125	100	115	0	0	11	125	1	115	1e-54	218.4	A0A094LX25_9BACL/11-125 A0A094LX25.1 PF04892.11;VanZ;
fake_2M_genome_002018	A0A094JKW9_9BACL/44-193	100	150	0	0	44	193	1	150	1.5e-75	288.9	A0A094JKW9_9BACL/44-193 A0A094JKW9.1 PF00005.26;ABC_tran;
fake_2M_genome_002019	A0A094K513_9BACL/317-560	100	244	0	0	317	560	1	244	3.3e-140	504.2	A0A094K513_9BACL/317-560 A0A094K513.1 PF04069.11;OpuAC;
fake_2M_genome_002020	A0A094JIK7_9BACL/29-347	100	319	0	0	29	347	1	319	9.8e-174	615.1	A0A094JIK7_9BACL/29-347 A0A094JIK7.1 PF02378.17;PTS_EIIC;
fake_2M_genome_002021	A0A094JP24_9BACL/2-94	100	93	0	0	2	94	1	93	5.1e-44	182.2	A0A094JP24_9BACL/2-94 A0A094JP24.1 PF02302.16;PTS_IIB;
fake_2M_genome_002022	A0A094LX20_9BACL/3-96	100	94	0	0	3	96	1	94	8.1e-42	174.9	A0A094LX20_9BACL/3-96 A0A094LX20.1 PF02255.15;PTS_IIA;
fake_2M_genome_002023	A0A094JKW4_9BACL/3-359	99.7	357	1	0	3	359	1	357	1e-208	731.1	A0A094JKW4_9BACL/3-359 A0A094JKW4.1 PF05913.10;DUF871;
fake_2M_genome_002024	A0A094K507_9BACL/9-181	99.4	173	1	0	9	181	1	173	9.5e-89	331.6	A0A094K507_9BACL/9-181 A0A094K507.1 PF04309.11;G3P_antiterm;
fake_2M_genome_002025	A0A084GIT4_9BACI/1-230	69	232	70	1	1	232	1	230	3.9e-87	326.6	A0A084GIT4_9BACI/1-230 A0A084GIT4.1 PF00230.19;MIP;
fake_2M_genome_002026	A0A094JIJ9_9BACL/5-252	99.6	248	1	0	5	252	1	248	5.8e-141	506.5	A0A094JIJ9_9BACL/5-252 A0A094JIJ9.1 PF00370.20;FGGY_N;
fake_2M_genome_002027	A0A094JP19_9BACL/23-380	100	358	0	0	23	380	1	358	1.4e-207	728	A0A094JP19_9BACL/23-380 A0A094JP19.1 PF01266.23;DAO;
fake_2M_genome_002029	A0A094JPR7_9BACL/14-133	100	115	0	0	19	133	6	120	6.1e-65	252.3	A0A094JPR7_9BACL/14-133 A0A094JPR7.1 PF01641.17;SelR;
fake_2M_genome_002030	A0A094JJD0_9BACL/207-589	99.7	383	1	0	207	589	1	383	1.2e-220	771.5	A0A094JJD0_9BACL/207-589 A0A094JJD0.1 PF01432.19;Peptidase_M3;
fake_2M_genome_002031	A0A094K5R2_9BACL/32-132	100	101	0	0	51	151	1	101	5.1e-51	206.1	A0A094K5R2_9BACL/32-132 A0A094K5R2.1 PF00011.20;HSP20;
fake_2M_genome_002033	A0A094LXP0_9BACL/83-414	99.4	332	2	0	83	414	1	332	1.2e-180	638.3	A0A094LXP0_9BACL/83-414 A0A094LXP0.1 PF01645.16;Glu_synthase;
fake_2M_genome_002034	A0A094JPS3_9BACL/12-85	98.6	74	1	0	12	85	1	74	2.5e-34	150.6	A0A094JPS3_9BACL/12-85 A0A094JPS3.1 PF02576.16;DUF150;
fake_2M_genome_002035	A0A094JJD5_9BACL/4-124	100	121	0	0	4	124	1	121	6.7e-57	226.9	A0A094JJD5_9BACL/4-124 A0A094JJD5.1 PF08529.10;NusA_N;
fake_2M_genome_002036	A0A094K5R5_9BACL/9-83	100	75	0	0	9	83	1	75	6.7e-35	151.8	A0A094K5R5_9BACL/9-83 A0A094K5R5.1 PF04296.12;DUF448;
fake_2M_genome_002037	A0A094JLH8_9BACL/2-94	100	93	0	0	2	94	1	93	2.5e-43	179.9	A0A094JLH8_9BACL/2-94 A0A094JLH8.1 PF01248.25;Ribosomal_L7Ae;
fake_2M_genome_002038	A0A094LXP7_9BACL/250-413	100	164	0	0	247	410	1	164	4.7e-86	324.7	A0A094LXP7_9BACL/250-413 A0A094LXP7.1 PF00009.26;GTP_EFTU;
fake_2M_genome_002039	A0A0N0YC14_THEVU/3-90	67	88	29	0	3	90	1	88	1e-22	111.3	A0A0N0YC14_THEVU/3-90 A0A0N0YC14.1 PF04456.11;DUF503;
fake_2M_genome_002040	A0A094JPS9_9BACL/5-108	100	104	0	0	5	108	1	104	2.8e-49	199.9	A0A094JPS9_9BACL/5-108 A0A094JPS9.1 PF02033.17;RBFA;
fake_2M_genome_002041	A0A094JJE0_9BACL/16-157	100	142	0	0	16	157	1	142	3.8e-77	293.9	A0A094JJE0_9BACL/16-157 A0A094JJE0.1 PF01368.19;DHH;
fake_2M_genome_002042	A0A094K5S0_9BACL/25-177	100	153	0	0	25	177	1	153	2e-83	314.7	A0A094K5S0_9BACL/25-177 A0A094K5S0.1 PF01509.17;TruB_N;
fake_2M_genome_002043	A0A094JLI4_9BACL/13-168	100	156	0	0	13	168	1	156	7e-84	316.2	A0A094JLI4_9BACL/13-168 A0A094JLI4.1 PF06574.11;FAD_syn;
fake_2M_genome_002044	A0A094LXQ1_9BACL/8-88	98.8	81	1	0	8	88	1	81	1.4e-32	144.1	A0A094LXQ1_9BACL/8-88 A0A094LXQ1.1 PF00312.21;Ribosomal_S15;
fake_2M_genome_002045	A0A094JPT4_9BACL/13-144	100	132	0	0	11	142	1	132	2.3e-66	259.2	A0A094JPT4_9BACL/13-144 A0A094JPT4.1 PF01138.20;RNase_PH;
fake_2M_genome_002046	A0A094JJE4_9BACL/122-246	100	125	0	0	127	251	1	125	1.1e-66	259.2	A0A094JJE4_9BACL/122-246 A0A094JJE4.1 PF01522.20;Polysacc_deac_1;
fake_2M_genome_002047	A0A094K5S4_9BACL/165-338	100	174	0	0	165	338	1	174	1.1e-95	355.9	A0A094K5S4_9BACL/165-338 A0A094K5S4.1 PF05193.20;Peptidase_M16_C;
fake_2M_genome_002048	A0A094JLI9_9BACL/13-146	100	134	0	0	13	146	1	134	2.4e-71	273.5	A0A094JLI9_9BACL/13-146 A0A094JLI9.1 PF00692.18;dUTPase;
fake_2M_genome_002049	A0A094LXQ9_9BACL/10-53	97.7	44	1	0	10	53	1	44	3.2e-14	82.4	A0A094LXQ9_9BACL/10-53 A0A094LXQ9.1 PF09388.9;SpoOE-like;
fake_2M_genome_002050	A0A094JPT9_9BACL/1-79	97.5	79	2	0	9	87	1	79	3.5e-39	166	A0A094JPT9_9BACL/1-79 A0A094JPT9.1 PF05239.15;PRC;
fake_2M_genome_002051	A0A094JJE7_9BACL/129-298	100	170	0	0	129	298	1	170	3.4e-88	330.5	A0A094JJE7_9BACL/129-298 A0A094JJE7.1 PF01262.20;AlaDh_PNT_C;
fake_2M_genome_002052	A0A094K5S9_9BACL/6-187	100	182	0	0	6	187	1	182	6.4e-99	365.5	A0A094K5S9_9BACL/6-187 A0A094K5S9.1 PF02441.18;Flavoprotein;
fake_2M_genome_002053	A0A094JLJ5_9BACL/140-327	100	188	0	0	140	327	1	188	5.3e-101	373.2	A0A094JLJ5_9BACL/140-327 A0A094JLJ5.1 PF02774.17;Semialdhyde_dhC;
fake_2M_genome_002054	A0A094LXR4_9BACL/2-235	99.6	234	1	0	2	235	1	234	2.9e-122	444.1	A0A094LXR4_9BACL/2-235 A0A094LXR4.1 PF00696.27;AA_kinase;
fake_2M_genome_002055	A0A094JPU4_9BACL/2-289	99.7	288	1	0	2	289	1	288	3e-158	563.1	A0A094JPU4_9BACL/2-289 A0A094JPU4.1 PF00701.21;DHDPS;
fake_2M_genome_002057	A0A167FLJ1_9BACL/18-362	71.9	342	96	0	19	360	3	344	1.5e-145	521.9	A0A167FLJ1_9BACL/18-362 A0A167FLJ1.1 PF00753.26;Lactamase_B;
fake_2M_genome_002058	A0A094K5T2_9BACL/4-144	99.3	141	1	0	4	144	1	141	2.7e-75	287	A0A094K5T2_9BACL/4-144 A0A094K5T2.1 PF13238.5;AAA_18;
fake_2M_genome_002059	A0A0Q3T8S5_9BACI/49-139	52.6	97	40	2	137	233	1	91	2.2e-22	111.7	A0A0Q3T8S5_9BACI/49-139 A0A0Q3T8S5.1 PF05257.15;CHAP;
fake_2M_genome_002060	K4ZHT7_PAEAL/12-191	43.9	132	68	2	31	158	17	146	6.8e-19	99.4	K4ZHT7_PAEAL/12-191 K4ZHT7.1 PF01183.19;Glyco_hydro_25;
fake_2M_genome_002062	A0A094LXS1_9BACL/1-93	100	93	0	0	1	93	1	93	7.5e-46	188.3	A0A094LXS1_9BACL/1-93 A0A094LXS1.1 PF00893.18;Multi_Drug_Res;
fake_2M_genome_002063	A0A075R1K6_BRELA/1496-1879	62.8	384	142	1	2816	3198	1	384	1.4e-138	501.5	A0A075R1K6_BRELA/1496-1879 A0A075R1K6.1 PF00501.27;AMP-binding;
fake_2M_genome_002064	A0A075R0B7_BRELA/1507-1901	61.8	395	151	0	468	862	1	395	2.7e-139	503.8	A0A075R0B7_BRELA/1507-1901 A0A075R0B7.1 PF00501.27;AMP-binding;
fake_2M_genome_002065	A0A094JJF5_9BACL/1-149	99.3	149	1	0	15	163	1	149	3.3e-85	319.7	A0A094JJF5_9BACL/1-149 A0A094JJF5.1 PF13798.5;PCYCGC;
fake_2M_genome_002066	A0A094K5T8_9BACL/17-325	99.7	306	1	0	1	306	4	309	3.7e-170	602.8	A0A094K5T8_9BACL/17-325 A0A094K5T8.1 PF02733.16;Dak1;
fake_2M_genome_002067	A0A094JLK6_9BACL/32-202	100	171	0	0	32	202	1	171	3.1e-96	356.7	A0A094JLK6_9BACL/32-202 A0A094JLK6.1 PF02734.16;Dak2;
fake_2M_genome_002068	A0A094LXS6_9BACL/5-117	100	113	0	0	5	117	1	113	2e-53	213.8	A0A094LXS6_9BACL/5-117 A0A094LXS6.1 PF03610.15;EIIA-man;
fake_2M_genome_002069	A0A094JPV4_9BACL/37-220	100	184	0	0	37	220	1	184	7.2e-97	359	A0A094JPV4_9BACL/37-220 A0A094JPV4.1 PF00574.22;CLP_protease;
fake_2M_genome_002070	A0A094JJF9_9BACL/3-65	100	63	0	0	3	65	1	63	1.5e-29	133.7	A0A094JJF9_9BACL/3-65 A0A094JJF9.1 PF14035.5;YlzJ;
fake_2M_genome_002071	A0A094K5U2_9BACL/410-604	100	195	0	0	410	604	1	195	2.4e-101	375.6	A0A094K5U2_9BACL/410-604 A0A094K5U2.1 PF01580.17;FtsK_SpoIIIE;
fake_2M_genome_002072	A0A094JLL2_9BACL/191-368	97.8	178	4	0	184	361	1	178	2.5e-92	344.7	A0A094JLL2_9BACL/191-368 A0A094JLL2.1 PF05193.20;Peptidase_M16_C;
fake_2M_genome_002073	A0A094LXT2_9BACL/181-365	100	185	0	0	181	365	1	185	8.6e-101	372.9	A0A094LXT2_9BACL/181-365 A0A094LXT2.1 PF05193.20;Peptidase_M16_C;
fake_2M_genome_002074	A0A094JPV9_9BACL/13-248	99.2	236	2	0	51	286	1	236	1e-129	468.4	A0A094JPV9_9BACL/13-248 A0A094JPV9.1 PF13561.5;adh_short_C2;
fake_2M_genome_002075	A0A094JJG2_9BACL/2-80	100	79	0	0	2	80	1	79	2.7e-38	162.9	A0A094JJG2_9BACL/2-80 A0A094JJG2.1 PF11588.7;DUF3243;
fake_2M_genome_002076	A0A094K5U7_9BACL/72-253	99.5	182	1	0	72	253	1	182	5.8e-97	359.4	A0A094K5U7_9BACL/72-253 A0A094K5U7.1 PF11868.7;DUF3388;
fake_2M_genome_002077	W4PWU4_9BACI/7-68	51.6	62	30	0	7	68	1	62	9.9e-11	73.6	W4PWU4_9BACI/7-68 W4PWU4.1 PF13413.5;HTH_25;
fake_2M_genome_002078	A0A094JLL7_9BACL/8-69	100	62	0	0	8	69	1	62	1.4e-26	125.2	A0A094JLL7_9BACL/8-69 A0A094JLL7.1 PF13413.5;HTH_25;
fake_2M_genome_002079	A0A094K5E7_9BACL/8-69	100	62	0	0	8	69	1	62	6.8e-27	127.5	A0A094K5E7_9BACL/8-69 A0A094K5E7.1 PF13413.5;HTH_25;
fake_2M_genome_002080	A0A094JJ18_9BACL/7-68	100	62	0	0	7	68	1	62	6.5e-25	120.2	A0A094JJ18_9BACL/7-68 A0A094JJ18.1 PF13413.5;HTH_25;
fake_2M_genome_002082	A0A094JPE3_9BACL/2-81	100	80	0	0	2	81	1	80	4.9e-35	153.3	A0A094JPE3_9BACL/2-81 A0A094JPE3.1 PF01066.20;CDP-OH_P_transf;
fake_2M_genome_002083	A0A094LXD5_9BACL/4-170	100	167	0	0	4	170	1	167	8.7e-90	336.3	A0A094LXD5_9BACL/4-170 A0A094LXD5.1 PF00994.23;MoCF_biosynth;
fake_2M_genome_002084	A0A094JL77_9BACL/26-192	100	167	0	0	26	192	1	167	6e-88	330.5	A0A094JL77_9BACL/26-192 A0A094JL77.1 PF00270.28;DEAD;
fake_2M_genome_002085	A0A094K5E3_9BACL/2-76	100	75	0	0	7	81	1	75	5.5e-33	145.6	A0A094K5E3_9BACL/2-76 A0A094K5E3.1 PF01883.18;FeS_assembly_P;
fake_2M_genome_002086	A0A0N1K1N4_THEVU/6-267	93.1	262	18	0	6	267	1	262	3.9e-131	473.4	A0A0N1K1N4_THEVU/6-267 A0A0N1K1N4.1 PF00154.20;RecA;
fake_2M_genome_002087	A0A094JPE0_9BACL/98-226	100	129	0	0	98	226	1	129	5.2e-68	263.1	A0A094JPE0_9BACL/98-226 A0A094JPE0.1 PF02631.15;RecX;
fake_2M_genome_002088	A0A094LXD2_9BACL/1-239	100	239	0	0	1	239	1	239	1e-138	498.4	A0A094LXD2_9BACL/1-239 A0A094LXD2.1 PF12850.6;Metallophos_2;
fake_2M_genome_002089	F5SC26_9BACL/6-426	57.9	195	81	1	6	199	1	195	4.6e-58	231.1	F5SC26_9BACL/6-426 F5SC26.1 PF13476.5;AAA_23;
fake_2M_genome_002091	A0A101FPZ3_9FIRM/2-348	38.3	167	96	3	48	212	186	347	7.1e-22	109.8	A0A101FPZ3_9FIRM/2-348 A0A101FPZ3.1 PF02463.18;SMC_N;
fake_2M_genome_002092	D5WPQ7_KYRT2/325-439	77.4	115	26	0	333	447	1	115	4.4e-43	181.4	D5WPQ7_KYRT2/325-439 D5WPQ7.1 PF01966.21;HD;
fake_2M_genome_002093	A0A094JPD7_9BACL/4-254	100	251	0	0	4	254	1	251	1.9e-143	513.8	A0A094JPD7_9BACL/4-254 A0A094JPD7.1 PF13277.5;YmdB;
fake_2M_genome_002094	C6D2C0_PAESJ/2-84	91.6	83	7	0	2	84	1	83	2e-33	146.7	C6D2C0_PAESJ/2-84 C6D2C0.1 PF04232.11;SpoVS;
fake_2M_genome_002095	A0A094JL71_9BACL/1-308	100	308	0	0	1	308	1	308	3.9e-183	646	A0A094JL71_9BACL/1-308 A0A094JL71.1 PF01244.20;Peptidase_M19;
fake_2M_genome_002096	A0A094K5D6_9BACL/209-454	100	246	0	0	209	454	1	246	1.4e-133	482.3	A0A094K5D6_9BACL/209-454 A0A094K5D6.1 PF01855.18;POR_N;
fake_2M_genome_002097	A0A094JJ07_9BACL/47-195	100	149	0	0	47	195	1	149	1.1e-78	298.9	A0A094JJ07_9BACL/47-195 A0A094JJ07.1 PF02775.20;TPP_enzyme_C;
fake_2M_genome_002098	A0A094JPD5_9BACL/29-214	100	186	0	0	29	214	1	186	8.7e-106	388.7	A0A094JPD5_9BACL/29-214 A0A094JPD5.1 PF12706.6;Lactamase_B_2;
fake_2M_genome_002099	A0A0H4P4Z3_9BACI/26-180	65.8	155	53	0	26	180	1	155	6.2e-51	206.1	A0A0H4P4Z3_9BACI/26-180 A0A0H4P4Z3.1 PF00156.26;Pribosyltran;
